,0
LogisticRegression(random_state=42),0.5484745762711865
SVC(random_state=42),0.535593220338983
RandomForestClassifier(random_state=42),0.4183050847457627
DecisionTreeClassifier(random_state=42),0.27661016949152545
HistGradientBoostingClassifier(random_state=42),0.48745762711864404
MLPClassifier(random_state=42),0.5430508474576271
MultinomialNB(),0.34372881355932206
KNeighborsClassifier(),0.3884745762711864
